Client_id,Parent,Race,Employed,Adults,Children,Income,NofCases,Age,Score,Days,English,Gender,Primary,Transportation,Services,Dropout
2348,Single parent (mother figure only),Black or African American,Yes,1,1,26599,2,42,90,350,Well,Female,Creole,Yes,2,Yes
2355,Two parent family,Asian,No,2,1,0,3,39,120,247,Well,Female,Hindi,Yes,13,No
2365,Single parent (mother figure only),Black or African American,No,1,1,0,2,31,325,266,Not Well,Female,Arabic,Yes,86,No
2366,Single parent (mother figure only),Bi-racial/Multi-racial,Yes,1,1,14167,2,27,90,267,Very Well,Female,English,Yes,36,No
2374,Two parent family,White,Yes,2,1,14508,3,32,115,267,Well,Female,Portuguese,Yes,136,No
2376,Single parent (mother figure only),White,Yes,2,1,29500,3,39,235,33,Well,Female,Portuguese,Yes,26,No
2384,Two parent family,White,No,2,3,0,5,39,90,35,,Female,Creole,No,28,Yes
2388,Single parent (mother figure only),Black or African American,No,1,1,0,2,39,615,342,Not Well,Female,Creole,Yes,14,No
2389,Single parent (mother figure only),Black or African American,Yes,2,1,17855,3,42,145,348,Very Well,Female,Creole,Yes,2,Yes
2397,Two parent family,Asian,Yes,2,1,12883,3,45,115,267,Well,Female,Chinese,Yes,9,No
2410,Two parent family,White,Yes,3,2,26000,5,36,10,267,,Female,Spanish,Yes,76,No
2412,Single parent (father figure only),Hispanic/Latino,Yes,1,1,19136,2,34,75,105,,Male,,Yes,6,No
2414,Single parent (mother figure only),Hispanic/Latino,Yes,2,2,17341,4,45,125,265,Well,Female,Spanish,Yes,6,No
2417,Two parent family,Black or African American,Yes,2,2,20891,4,40,80,335,,Male,Amharic,Yes,28,Yes
2418,Single parent (mother figure only),Black or African American,No,1,2,0,3,44,195,342,Well,Female,Creole,No,39,No
2421,Two parent family,White,Yes,2,1,14400,3,32,85,188,Well,Female,Portuguese,Yes,5,No
2425,Single parent (mother figure only),Hispanic/Latino,No,1,2,0,3,32,405,219,Well,Female,Spanish,Yes,268,Yes
2429,Two parent family,Asian,Yes,2,2,18360,4,58,80,32,Very Well,Male,Bengali,Yes,3,No
2430,Single parent (mother figure only),Asian,Yes,1,3,23026,4,39,275,267,Very Well,Female,English,Yes,15,No
2432,Single parent (mother figure only),White,Yes,2,4,0,6,49,180,7,,Female,Spanish,Yes,4,Yes
2433,Single parent (mother figure only),White,No,1,2,0,3,50,130,266,Not Well,Female,Portuguese,Yes,11,No
2436,Two parent family,Hispanic/Latino,Yes,2,3,17162,5,37,115,266,Not Well,Female,Spanish,Yes,11,No
2437,Single parent (mother figure only),Asian,Yes,3,2,13483,5,54,195,162,,Male,Bengali,Yes,68,Yes
2438,Two parent family,White,No,2,2,0,4,37,10,262,Well,Female,Arabic,No,178,No
2448,Single parent (mother figure only),Asian,No,2,2,0,4,29,145,256,Well,Female,Pashto,No,60,No
2452,Single parent (mother figure only),White,Yes,3,1,28485,4,31,10,266,,Female,English,No,15,No
2459,Single parent (mother figure only),Hispanic/Latino,Yes,1,1,29304,2,33,160,243,Not Well,Female,Spanish,Yes,11,No
2461,Single parent (mother figure only),White,Yes,2,1,19000,3,46,50,339,,Female,Portuguese,No,10,No
2463,Single parent (father figure only),Hispanic/Latino,Yes,1,1,0,2,36,510,266,Not Well,Female,Spanish,Yes,17,No
2465,Two parent family,Asian,Yes,2,2,37296,4,38,155,267,Not Well,Male,Nepali,Yes,8,No
2466,Two parent family,Black or African American,Yes,2,1,15600,3,36,185,72,Well,Female,Arabic,No,10,Yes
2467,Single parent (mother figure only),Black or African American,Yes,3,2,0,5,44,305,342,Well,Female,Creole,No,14,No
2470,Two parent family,Asian,Yes,3,4,34814,7,49,175,256,Well,Female,Bengali,Yes,10,No
2471,Two parent family,Hispanic/Latino,No,2,1,0,3,28,105,266,Not At All,Female,Spanish,Yes,15,No
2473,Single parent (mother figure only),White,Yes,1,1,25131,2,32,90,267,Very Well,Female,English,Yes,5,No
2475,Two parent family,Asian,Yes,3,2,28428,5,37,90,276,Very Well,Female,Hindi,No,168,No
2476,Single parent (mother figure only),Hispanic/Latino,No,1,1,0,2,32,35,325,,Female,Spanish,No,1,Yes
2478,Two parent family,,No,3,3,0,6,49,35,267,,Female,,No,17,No
2479,Two parent family,Hispanic/Latino,Yes,2,2,14719,4,35,125,266,Not Well,Female,Spanish,Yes,7,No
2482,Single parent (mother figure only),White,Yes,1,1,16373,2,33,65,219,,Female,English,Yes,41,No
2483,Single parent (mother figure only),White,Yes,2,3,23806,5,36,65,266,,Female,Portuguese,Yes,24,No
2484,Two parent family,White,Yes,3,1,30203,4,39,85,342,Very Well,Female,Portuguese,Yes,6,No
2485,Single parent (mother figure only),Hispanic/Latino,No,1,2,0,3,33,445,347,Not Well,Female,Spanish,Yes,7,Yes
2489,Single parent (mother figure only),Asian,Yes,1,1,19760,2,30,40,275,Well,Female,Nepali,No,84,No
2493,Single parent (mother figure only),White,Yes,1,8,36192,9,41,460,275,Very Well,Female,Spanish,No,246,No
2500,Single parent (father figure only),,Yes,1,1,23490,2,31,170,342,,Male,English,Yes,7,No
2501,Single parent (mother figure only),White,Yes,1,2,18200,3,37,185,83,Well,Female,Portuguese,No,10,Yes
2502,Two parent family,,No,2,1,0,3,38,290,133,,Female,,No,16,Yes
2505,Two parent family,Other,No,2,2,0,4,45,190,83,Well,Female,Portuguese,Yes,32,Yes
2509,Two parent family,White,Yes,3,2,26501,5,45,205,342,,Male,Spanish,No,8,No
2512,Two parent family,Hispanic/Latino,Yes,2,2,23141,4,43,280,267,Not Well,Female,Spanish,Yes,80,No
2513,Single parent (mother figure only),White,No,1,1,0,2,43,170,257,Very Well,Female,,Yes,1,Yes
2514,Two parent family,Hispanic/Latino,Yes,2,1,23335,3,40,85,267,Not Well,Female,,Yes,13,No
2516,Two parent family,Black or African American,Yes,2,2,23806,4,40,155,267,Not Well,Female,Amharic,Yes,6,No
2526,Single parent (mother figure only),,No,2,2,0,4,28,165,347,,Female,,No,1,Yes
2529,Single parent (mother figure only),White,Yes,1,1,10400,2,45,310,342,,Female,Portuguese,No,5,No
2535,Single parent (mother figure only),,No,3,2,0,5,25,325,265,,Female,,No,7,No
2536,Single parent (mother figure only),White,Yes,1,1,7867,2,30,185,342,,Female,Spanish,No,7,No
2537,Two parent family,White,Yes,2,3,25088,5,47,40,265,Well,Male,Arabic,No,4,No
2540,Single parent (mother figure only),,No,1,2,0,3,33,245,280,,Female,,No,6,No
2542,Two parent family,Black or African American,Yes,2,3,16025,5,49,170,264,,Male,Amharic,No,6,No
2543,Two parent family,Asian,No,2,1,0,3,33,170,62,Well,Female,Gujarati,No,4,No
2545,Single parent (mother figure only),Other,Yes,1,2,15000,3,37,240,342,,Female,Portuguese,No,13,No
2548,Two parent family,Asian,Yes,3,2,14622,5,47,230,115,,Male,Bengali,No,48,Yes
2551,Two parent family,Other,Yes,3,3,17000,6,39,95,220,Well,Female,Spanish,No,184,No
2552,Single parent (mother figure only),White,Yes,1,3,23207,4,37,225,36,,Female,English,No,24,Yes
2553,Two parent family,Other,No,2,1,0,3,29,185,26,Very Well,Female,Portuguese,No,20,Yes
2554,Two parent family,White,Yes,3,2,15600,5,29,85,339,Not Well,Female,Portuguese,No,207,No
2556,Two parent family,White,Yes,2,1,22500,3,49,65,46,,Male,Spanish,No,2,No
2560,Two parent family,Other,Yes,2,2,24583,4,31,75,243,Not Well,Female,Spanish,No,12,No
2562,Two parent family,Other,Yes,3,1,28178,4,31,635,266,Not Well,Female,Spanish,No,51,No
2572,Single parent (mother figure only),Other,Yes,1,1,15600,2,31,155,342,,Female,Portuguese,No,14,No
2574,Two parent family,Asian,Yes,2,3,35000,5,51,65,267,,Male,Nepali,No,24,No
2576,Single parent (mother figure only),White,Yes,2,2,10511,4,39,190,276,Very Well,Female,Spanish,No,254,No
2577,Single parent (mother figure only),,No,1,2,0,3,35,420,68,,Female,,No,3,No
2579,Single parent (mother figure only),White,Yes,2,2,26000,4,35,255,339,Very Well,Female,Portuguese,No,152,No
2580,Single parent (mother figure only),Bi-racial/Multi-racial,Yes,1,4,23705,5,31,355,338,,Female,English,No,45,No
2581,Single parent (mother figure only) living w/partner,White,Yes,1,1,15600,2,46,185,105,Well,Female,Portuguese,No,9,Yes
2582,Single parent (mother figure only),White,Yes,2,2,28444,4,35,105,336,,Female,English,No,5,No
2583,Single parent (mother figure only),Other,Yes,5,1,45490,6,47,135,54,,Female,Spanish,No,8,Yes
2585,Single parent (mother figure only),Other,No,6,1,0,7,50,55,205,Not Well,Female,Other,No,8,Yes
2587,Two parent family,Black or African American,Yes,2,2,17464,4,43,170,105,Well,Male,Amharic,No,7,Yes
2589,Single parent (mother figure only),White,No,2,1,0,3,37,155,253,,Male,Portuguese,No,6,No
2591,Single parent (mother figure only),,No,1,1,0,2,33,175,253,,Female,,No,9,No
2593,Single parent (mother figure only),,No,2,2,0,4,34,105,243,,Female,,No,11,No
2595,Two parent family,Bi-racial/Multi-racial,Yes,2,2,17577,4,49,150,254,Not Well,Female,Nepali,No,6,No
2596,Two parent family,White,Yes,3,1,23400,4,44,155,235,Not Well,Female,Portuguese,No,10,No
2597,Single parent (mother figure only),Other,No,2,2,0,4,38,330,339,,Female,Portuguese,No,108,No
2599,Single parent (father figure only),Black or African American,No,1,2,0,3,49,300,234,Not At All,Male,Creole,No,6,No
2601,Two parent family,Asian,Yes,2,2,10400,4,41,175,212,,Female,Nepali,No,17,No
2607,Single parent (mother figure only),Black or African American,Yes,1,2,5736,3,38,635,8,,Female,Creole,No,2,Yes
2618,Single parent (mother figure only),Other,Yes,1,2,23980,3,33,40,276,,Female,Spanish,No,10,No
2626,Two parent family,White,Yes,2,2,59950,4,39,10,262,Very Well,Female,English,No,76,No
2627,Single parent (mother figure only),Black or African American,No,1,1,0,2,64,140,122,Well,Female,English,No,3,No
2628,Two parent family,White,Yes,2,1,48246,3,50,35,346,,Female,Spanish,No,1,Yes
2629,Two parent family,Asian,No,2,1,0,3,45,155,208,Not Well,Female,Nepali,No,8,No
2655,Two parent family,Other,No,2,2,0,4,27,140,349,Not At All,Female,Spanish,No,1,Yes
2662,Single parent (mother figure only),Other,No,1,1,0,2,33,320,7,Not Well,Female,Spanish,No,2,No
2664,Single parent (mother figure only),Asian,Yes,1,1,14028,2,32,80,275,Not Well,Female,Hindi,No,68,No
2668,Single parent (mother figure only),Other,No,5,1,0,6,48,165,114,Very Well,Female,Spanish,Yes,3,No
2675,Single parent (mother figure only),White,Yes,1,2,10692,3,39,275,198,Very Well,Female,Spanish,No,5,No
2679,Two parent family,Black or African American,No,2,2,0,4,42,165,135,Well,Male,Amharic,No,4,No
2680,Single parent (mother figure only),White,Yes,1,1,13555,2,34,80,309,Very Well,Female,English,No,20,No
2682,Two parent family,White,No,2,2,0,4,37,140,7,Very Well,Female,English,No,6,No
2684,Two parent family,Asian,Yes,2,1,13985,3,44,135,262,Not Well,Male,Gujarati,No,24,No
2685,Two parent family,White,Yes,2,2,11676,4,36,155,179,Well,Male,Portuguese,No,5,No
2686,Single parent (mother figure only),Black or African American,No,1,3,0,4,34,165,187,Well,Female,Tigrinya,No,3,No
2689,Single parent (mother figure only),White,No,1,1,0,2,38,300,276,Well,Female,Portuguese,No,13,No
2691,Single parent (mother figure only),Hispanic/Latino,Yes,3,2,21528,5,42,390,136,Not At All,Female,Spanish,No,32,No
2694,Single parent (mother figure only),Black or African American,No,3,2,0,5,38,10,256,Not Well,Female,Amharic,No,76,No
2704,Single parent (mother figure only),Other,No,1,2,0,3,26,715,93,Well,Female,Spanish,No,41,No
2705,Single parent (mother figure only),White,Yes,2,1,20044,3,38,175,241,Very Well,Female,English,No,14,No
2726,Two parent family,White,No,2,1,0,3,33,20,262,Not Well,Female,Spanish,No,43,No
2729,Single parent (mother figure only),Black or African American,No,1,2,0,3,36,490,134,Not Well,Female,Amharic,No,7,No
2730,Single parent (mother figure only),White,Yes,4,2,10561,6,45,275,276,Not Well,Female,Spanish,No,59,No
2734,Single parent (father figure only),White,Yes,2,1,28392,3,31,380,69,Very Well,Male,English,No,20,Yes
2736,Single parent (mother figure only),Black or African American,Yes,2,1,15900,3,43,285,365,Very Well,Female,Creole,No,8,Yes
2741,Single parent (mother figure only),White,No,1,4,0,5,63,690,262,,Female,English,No,101,No
2744,Two parent family,White,Yes,2,2,25048,4,33,75,335,Well,Female,Spanish,No,3,Yes
2746,Two parent family,Black or African American,Yes,1,2,0,3,39,190,343,Well,Female,Amharic,No,40,Yes
2747,Two parent family,Asian,Yes,2,3,18000,5,38,170,86,Well,Female,Indonesian,No,9,Yes
2753,Two parent family,White,Yes,2,2,20800,4,54,90,342,Not Well,Male,Portuguese,No,1,Yes
2758,Two parent family,Asian,Yes,4,2,12938,6,55,90,262,Well,Male,Bengali,No,14,No
2759,Two parent family,Black or African American,No,3,2,0,5,38,220,191,Not Well,Female,Creole,No,7,No
2761,Two parent family,Asian,Yes,2,1,9689,3,29,185,262,Well,Female,Gujarati,No,7,No
2765,Two parent family,Other,No,1,2,0,3,43,90,275,Well,Female,Spanish,No,132,No
2766,Two parent family,Asian,Yes,2,1,44611,3,33,35,265,Well,Female,Hindi,No,16,No
2767,Single parent (mother figure only),White,Yes,2,2,43576,4,50,20,339,Very Well,Female,Portuguese,No,48,No
2769,Two parent family,White,No,2,2,0,4,38,20,275,Very Well,Female,Portuguese,No,30,No
2770,Single parent (mother figure only),Black or African American,Yes,1,2,5579,3,37,320,275,Very Well,Female,English,No,7,No
2773,Single parent (mother figure only),White,No,1,1,0,2,34,555,226,Very Well,Female,English,No,29,Yes
2782,Two parent family,Asian,Yes,2,2,50400,4,43,40,276,Well,Female,Somali,No,7,No
2783,Two parent family,White,No,2,2,0,4,41,90,262,Very Well,Female,English,No,116,No
2785,Single parent (mother figure only),White,Yes,1,1,14640,2,27,90,339,Well,Male,Portuguese,No,44,No
2786,Two parent family,Asian,Yes,2,1,8800,3,38,170,276,Well,Female,Nepali,No,6,No
2787,Two parent family,White,Yes,2,1,19324,3,34,90,262,Not At All,Female,Spanish,No,21,No
2790,Two parent family,Bi-racial/Multi-racial,No,5,1,0,6,40,115,275,Not Well,Female,Spanish,No,6,No
2791,Two parent family,Black or African American,No,2,2,0,4,30,10,169,Well,Female,Amharic,No,76,No
2793,Two parent family,White,No,2,2,0,4,45,195,7,Not Well,Female,Portuguese,No,7,No
2794,Two parent family,White,No,2,3,0,5,32,95,275,Very Well,Female,English,No,7,No
2795,Single parent (mother figure only),Other,No,1,1,0,2,34,605,52,Very Well,Female,English,No,4,No
2796,Two parent family,White,No,2,3,0,5,25,310,275,Well,Female,English,No,63,No
2802,Two parent family,Other,No,2,2,0,4,31,180,276,Well,Female,Portuguese,No,10,No
2806,Single parent (mother figure only),Black or African American,No,1,2,0,3,42,345,275,Very Well,Female,Creole,No,10,No
2811,Two parent family,Other,Yes,2,1,22929,3,44,65,261,Well,Female,Spanish,No,2,Yes
2812,Two parent family,Asian,No,2,1,0,3,38,180,262,Well,Female,Vietnamese,No,10,No
2814,Two parent family,White,Yes,2,1,8359,3,52,30,339,Very Well,Female,English,No,37,No
2815,Two parent family,Other,No,2,2,0,4,41,80,339,Well,Female,Portuguese,No,36,No
2816,Two parent family,White,No,2,1,0,3,23,50,276,Very Well,Female,Spanish,No,31,No
2819,Two parent family,Asian,Yes,2,2,34805,4,41,20,262,Well,Female,Nepali,No,25,No
2820,Single parent (mother figure only),Asian,No,3,2,0,5,44,330,263,Well,Female,Hindi,No,128,No
2821,Two parent family,White,No,2,2,0,4,35,90,275,Not Well,Female,Spanish,No,5,No
2822,Single parent (mother figure only),White,Yes,1,1,16139,2,37,300,276,Very Well,Female,Portuguese,No,10,No
2827,Two parent family,White,No,2,1,0,3,46,95,276,Not Well,Female,Portuguese,No,9,No
2829,Two parent family,Asian,No,2,2,0,4,35,135,262,,Female,Hindi,No,108,No
2830,Single parent (mother figure only),White,Yes,1,1,34628,2,29,550,7,Well,Female,Spanish,No,5,Yes
2833,Single parent (mother figure only),Asian,Yes,1,2,14400,3,41,135,262,,Female,Gujarati,No,11,No
2835,Two parent family,Black or African American,No,2,3,0,5,36,100,309,Not Well,Female,Arabic,No,11,No
2836,Two parent family,White,Yes,2,2,16480,4,63,725,262,Very Well,Female,English,No,164,No
2838,Two parent family,White,Yes,2,1,59084,3,36,40,275,Well,Female,Albanian,No,14,No
2840,Two parent family,Asian,No,2,2,0,4,34,225,50,Well,Female,Nepali,No,6,No
2841,Single parent (mother figure only),Black or African American,Yes,1,3,14802,4,37,85,309,Very Well,Female,Amharic,No,36,No
2846,Two parent family,Black or African American,No,2,4,0,6,43,85,260,Well,Female,Somali,No,12,No
2851,Two parent family,White,No,2,2,0,4,44,95,349,Very Well,Female,,No,1,Yes
2853,Two parent family,Native Hawaiian/Pacific Islander,No,2,1,0,3,31,5,349,Not Well,Female,Spanish,No,1,Yes
2855,Single parent (mother figure only),Black or African American,Yes,1,2,36000,3,52,140,276,Not Well,Female,Creole,No,9,No
2856,Single parent (mother figure only),White,Yes,1,1,46558,2,28,10,339,Very Well,Female,Spanish,No,9,No
2857,Single parent (mother figure only),Other,Yes,1,3,10336,4,38,185,276,Not Well,Female,Spanish,No,15,No
2861,Two parent family,Black or African American,No,2,1,0,3,33,105,262,Well,Female,Arabic,No,156,No
2862,Two parent family,White,Yes,2,1,24960,3,47,10,262,Not Well,Female,Portuguese,No,9,No
2865,Two parent family,Other,Yes,2,1,8580,3,28,300,7,Not At All,Female,Spanish,No,5,No
2867,Two parent family,Other,No,2,1,0,3,36,5,262,Well,Female,Arabic,No,45,No
2868,Single parent (mother figure only),Other,Yes,1,1,15600,2,38,170,188,Not Well,Female,Portuguese,No,12,Yes
2870,Two parent family,Asian,No,2,2,0,4,36,105,174,Well,Female,Bengali,No,5,Yes
2871,Two parent family,Other,Yes,2,1,23192,3,32,125,275,Not At All,Female,Spanish,No,56,No
2872,Single parent (mother figure only),Black or African American,No,1,1,0,2,44,185,252,Not Well,Female,Somali,No,8,Yes
2875,Two parent family,White,No,2,1,0,3,37,85,262,Not Well,Female,Spanish,No,136,No
2876,Two parent family,White,No,2,2,0,4,41,80,275,Well,Female,Spanish,No,35,No
2881,Single parent (mother figure only) living w/partner,White,No,2,2,0,4,43,340,36,Well,Female,Arabic,No,21,Yes
2882,Single parent (father figure only),White,No,1,1,0,2,32,105,84,,Male,Portuguese,No,7,Yes
2883,Single parent (mother figure only),Other,Yes,1,2,19188,3,45,90,276,Not At All,Female,Spanish,No,17,No
2884,Two parent family,White,No,2,2,0,4,41,90,276,Well,Female,Portuguese,No,6,No
2886,Two parent family,White,No,2,1,0,3,44,10,275,Not Well,Female,Portuguese,No,24,No
2891,Two parent family,Other,No,2,2,0,4,33,20,262,Not Well,Female,Spanish,No,23,No
2894,Two parent family,White,Yes,2,2,19233,4,41,140,15,Not At All,Female,Spanish,No,11,Yes
2895,Single parent (mother figure only),Other,Yes,2,2,19032,4,46,80,296,Not Well,Female,Spanish,No,1,Yes
2899,Two parent family,White,Yes,2,1,19698,3,32,80,275,Not Well,Female,Portuguese,No,8,No
2910,Two parent family,White,Yes,2,2,26463,4,39,185,342,Not Well,Male,Spanish,No,1,Yes
2914,Two parent family,Black or African American,No,2,2,0,4,34,200,7,Very Well,Female,Somali,No,6,Yes
2915,Single parent (mother figure only),White,No,1,1,0,2,34,540,211,Very Well,Female,English,No,44,Yes
2916,Two parent family,Asian,Yes,2,2,15000,4,35,160,349,Very Well,Female,Gujarati,No,1,Yes
2920,Single parent (mother figure only),White,No,1,1,0,2,29,210,280,Not At All,Female,Spanish,No,19,Yes
2922,Two parent family,Asian,No,2,2,0,4,35,10,275,Well,Female,Nepali,No,9,No
2923,Two parent family,Other,No,1,2,0,3,46,140,275,Not Well,Female,Spanish,No,12,No
2925,Two parent family,White,No,2,2,0,4,35,100,262,Very Well,Female,Spanish,No,48,No
2936,Two parent family,White,Yes,2,2,22100,4,33,80,339,Not Well,Female,Spanish,No,20,No
2942,Two parent family,White,No,2,3,0,5,35,30,276,Not Well,Female,Spanish,No,44,No
2944,Single parent (mother figure only),White,Yes,1,1,10400,2,29,95,275,Not At All,Female,Spanish,No,14,No
2955,Single parent (mother figure only),Asian,No,1,2,0,3,41,185,139,Well,Female,Nepali,No,3,Yes
2967,Single parent (mother figure only),White,Yes,1,1,29835,2,43,570,339,Very Well,Female,English,No,27,No
2969,Two parent family,Asian,Yes,2,2,15340,4,41,150,90,Well,Female,Nepali,No,4,Yes
2971,Two parent family,Black or African American,Yes,2,2,19708,4,31,80,311,Well,Female,Other,No,3,Yes
2973,Single parent (mother figure only),Black or African American,No,2,3,0,5,47,145,262,Very Well,Female,English,No,17,No
2975,Single parent (mother figure only) living w/partner,White,No,1,1,0,2,68,585,233,Very Well,Female,English,No,3,No
2978,Single parent (mother figure only),Other,No,1,3,0,4,45,90,287,Well,Female,Spanish,No,2,Yes
2981,Single parent (mother figure only),White,No,1,1,0,2,34,105,262,Very Well,Female,English,No,13,No
2983,Two parent family,Other,No,2,1,0,3,39,40,275,Not Well,Female,Spanish,No,7,No
2987,Single parent (mother figure only),Black or African American,No,2,1,0,3,48,390,349,Very Well,Female,Tigrinya,No,1,Yes
2988,Single parent (mother figure only),White,Yes,2,2,29910,4,42,175,262,Not Well,Female,Spanish,No,29,No
2989,Two parent family,Black or African American,No,2,2,0,4,34,80,275,Not Well,Female,Tigrinya,No,112,No
2990,Single parent (mother figure only),Other,Yes,1,2,18200,3,29,85,339,Not Well,Female,Portuguese,No,120,No
2991,Two parent family,White,Yes,2,3,10598,5,37,160,261,Very Well,Female,English,No,16,No
2996,Two parent family,White,No,2,2,0,4,30,80,262,,Female,Spanish,No,164,No
2997,Single parent (mother figure only),White,No,1,2,0,3,34,305,230,Not At All,Female,Spanish,No,9,No
3000,Two parent family,Black or African American,No,2,1,0,3,34,190,339,Well,Female,Other,No,12,No
3009,Single parent (mother figure only),White,Yes,2,2,28850,4,44,150,276,Well,Female,Portuguese,No,9,No
3010,Two parent family,White,No,2,1,0,3,46,210,343,Very Well,Female,English,No,6,Yes
3011,Two parent family,White,Yes,2,3,22152,5,41,80,276,Not At All,Female,Spanish,No,10,No
3012,Single parent (mother figure only),Black or African American,Yes,2,1,36912,3,31,185,339,Very Well,Female,English,No,8,No
3014,Two parent family,White,No,3,3,0,6,44,185,247,Not Well,Female,Portuguese,No,8,No
3015,Two parent family,White,Yes,2,2,23400,4,33,155,275,Not Well,Female,Portuguese,No,5,No
3017,Single parent (mother figure only),White,No,1,1,0,2,35,290,245,Very Well,Female,English,No,5,No
3019,Single parent (mother figure only),Bi-racial/Multi-racial,Yes,2,1,38840,3,25,140,339,Very Well,Female,English,No,21,No
3020,Two parent family,Black or African American,Yes,2,1,20241,3,43,75,224,Well,Female,Tigrinya,No,2,No
3021,Single parent (mother figure only),White,Yes,4,1,14113,5,44,245,276,Not Well,Female,Spanish,No,54,No
3024,Single parent (mother figure only),White,No,2,2,0,4,28,750,143,,Female,English,No,27,Yes
3027,Single parent (mother figure only),Black or African American,Yes,1,2,24294,3,35,10,275,Very Well,Female,Somali,No,5,No
3031,Two parent family,Black or African American,Yes,2,2,23817,4,39,175,161,Well,Female,Arabic,No,3,No
3036,Two parent family,Black or African American,Yes,2,2,13501,4,35,180,92,Well,Female,Amharic,No,1,No
3039,Two parent family,Asian,Yes,2,3,15990,5,42,85,53,Well,Female,Urdu,No,1,No
3052,Single parent (mother figure only),Black or African American,Yes,1,3,28518,4,37,365,116,Very Well,Female,English,No,6,No
3054,Two parent family,Black or African American,Yes,2,2,15444,4,39,150,198,Well,Female,Somali,No,10,No
3059,Two parent family,White,No,2,2,0,4,42,475,99,Well,Female,Spanish,No,9,Yes
3067,Single parent (mother figure only),White,Yes,3,1,23691,4,58,145,191,Well,Female,Portuguese,No,2,No
3070,Two parent family,Asian,No,2,2,0,4,31,80,262,Well,Female,Bengali,No,12,No
3074,Two parent family,White,No,2,1,0,3,36,90,262,Well,Female,Arabic,No,13,No
3075,Two parent family,White,Yes,4,1,15860,5,47,85,339,Well,Female,Portuguese,No,20,No
3076,Single parent (mother figure only),White,Yes,3,1,14437,4,49,85,339,Well,Female,Spanish,No,21,No
3078,Two parent family,Black or African American,Yes,2,3,19300,5,38,85,262,,Female,Amharic,No,64,No
3079,Two parent family,Asian,No,2,3,0,5,39,85,262,Not Well,Female,Nepali,No,68,No
3080,Two parent family,Asian,Yes,3,2,27448,5,46,80,247,Well,Female,Nepali,No,10,No
3084,Two parent family,Black or African American,No,3,2,0,5,48,100,262,Not Well,Female,Creole,No,17,No
3085,Single parent (mother figure only),White,Yes,1,2,24104,3,38,400,25,Very Well,Female,English,No,5,No
3086,Two parent family,White,No,1,3,0,4,32,540,340,Very Well,Female,English,No,3,Yes
3087,Single parent (mother figure only),Black or African American,Yes,1,1,19968,2,26,145,7,Very Well,Female,English,No,1,No
3088,Single parent (mother figure only),Black or African American,Yes,1,1,23062,2,44,95,262,Well,Female,Amharic,No,9,No
3089,Two parent family,White,Yes,3,3,6552,6,39,275,148,Very Well,Female,English,No,20,No
3090,Two parent family,White,Yes,2,2,24683,4,35,185,262,Not At All,Female,Spanish,No,49,No
3091,Two parent family,White,Yes,2,3,15677,5,31,145,329,Well,Female,Spanish,No,13,No
3093,Single parent (mother figure only),White,Yes,1,2,19760,3,26,390,106,Not At All,Female,Portuguese,No,2,Yes
3095,Two parent family,White,Yes,4,1,35200,5,43,365,106,Not Well,Female,Spanish,No,8,No
3101,Two parent family,Black or African American,Yes,3,3,26156,6,53,140,262,Not Well,Male,Creole,No,52,No
3105,Two parent family,Asian,Yes,2,3,15444,5,32,85,262,Well,Female,Punjabi,No,52,No
3109,Two parent family,Asian,No,2,1,0,3,29,85,262,Not Well,Female,Bengali,No,16,No
3111,Two parent family,White,Yes,2,1,20336,3,26,90,262,Not At All,Female,Spanish,No,10,No
3112,Two parent family,White,No,2,2,0,4,39,30,339,Not Well,Female,Portuguese,No,14,No
3113,Two parent family,Asian,No,2,2,0,4,41,70,262,Well,Female,Nepali,No,45,No
3115,Two parent family,White,Yes,2,1,17154,3,30,160,262,Not At All,Female,Spanish,No,31,No
3116,Two parent family,Asian,No,2,2,0,4,37,160,116,Well,Female,Gujarati,No,4,No
3118,Two parent family,White,No,2,2,0,4,29,265,205,Well,Male,Arabic,No,4,No
3119,Two parent family,White,Yes,2,1,24440,3,30,5,275,Not Well,Female,Portuguese,No,5,No
3123,Two parent family,Black or African American,No,2,3,0,5,42,80,262,,Female,Amharic,No,36,No
3126,Single parent (mother figure only),Black or African American,No,1,1,0,2,31,95,262,Very Well,Female,Arabic,No,10,No
3127,Single parent (mother figure only),Black or African American,No,1,1,0,2,31,460,339,Very Well,Female,English,No,13,No
3129,Single parent (mother figure only),White,No,1,2,0,3,41,85,262,Very Well,Female,English,No,19,No
3138,Two parent family,Black or African American,No,4,3,0,7,40,280,246,Very Well,Female,Amharic,No,57,No
3142,Single parent (mother figure only),Other,Yes,2,1,20222,3,29,80,262,Very Well,Female,Spanish,No,12,No
3144,Single parent (mother figure only),Other,Yes,1,1,29126,2,34,85,339,Not Well,Female,Spanish,No,6,No
3145,Two parent family,Other,Yes,2,2,14283,4,37,85,339,Not Well,Female,Spanish,No,19,No
3146,Two parent family,Asian,Yes,3,2,16119,5,51,85,262,Not Well,Female,Punjabi,No,11,No
3147,Single parent (mother figure only),Other,Yes,1,1,21037,2,30,235,276,Not Well,Female,Spanish,No,20,No
3148,Single parent (mother figure only),Black or African American,Yes,1,2,33714,3,34,30,262,Very Well,Female,English,No,5,No
3149,Two parent family,Other,Yes,2,1,20800,3,42,75,347,Not Well,Female,Portuguese,No,1,Yes
3150,Two parent family,White,Yes,3,1,18720,4,42,180,262,Not Well,Female,Spanish,No,100,No
